"alpha"	"tile size"	"iterations"	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55
"0.01"	1750	20	"259089_at"	"248496_at"	"255644_at"	"265441_at"	"255609_s_at"	"267528_at"	"261375_at"	"248227_at"	"249614_at"	"249939_at"	"262680_at"	"260355_at"	"255448_at"	"264907_at"	"245842_at"	"257051_at"	"264752_at"	"247469_at"	"256259_at"	"264489_at"	"253108_at"	"247447_at"	"256597_at"	"261575_at"	"265261_at"	"264444_at"	"254175_at"	"259802_at"	"263092_at"	"267460_at"	"257034_at"	"250491_at"	"246250_at"	"247956_at"	"254574_at"	"258506_at"	"257129_at"	"261514_at"	"245819_at"	"247869_at"	"257579_at"	"264180_at"	"251979_at"	"263546_at"	"266319_s_at"	"253712_at"	"256780_at"	"254234_at"	"265007_s_at"	"263738_at"	"258932_at"	"266505_at"	"267144_at"	"260438_at"	"260787_at"
"0.01"	1750	50	"259089_at"	"248496_at"	"255644_at"	"261375_at"	"255609_s_at"	"248227_at"	"267528_at"	"249939_at"	"262680_at"	"255448_at"	"260355_at"	"265441_at"	"249614_at"	"264907_at"	"245842_at"	"247469_at"	"257051_at"	"253108_at"	"264489_at"	"256259_at"	"259802_at"	"254175_at"	"264752_at"	"264444_at"	"267460_at"	"247447_at"	"264180_at"	"263092_at"	"261575_at"	"245571_at"	"249005_at"	"257034_at"	"254234_at"	"258506_at"	"257504_at"	"248368_at"	"257129_at"	"253309_at"	"246380_at"	"257579_at"	"254574_at"	"261514_at"	"245819_at"	"265261_at"	"248111_at"	"250491_at"	"247869_at"	"256780_at"	"256597_at"	"256116_at"	"253712_at"	"267144_at"	"261499_at"	"263546_at"	"250982_at"
"0.01"	1750	100	"259089_at"	"248496_at"	"255644_at"	"265441_at"	"261375_at"	"249939_at"	"267528_at"	"255609_s_at"	"248227_at"	"249614_at"	"255448_at"	"262680_at"	"260355_at"	"264907_at"	"245842_at"	"256259_at"	"247469_at"	"259802_at"	"247447_at"	"264752_at"	"257051_at"	"264444_at"	"253108_at"	"254175_at"	"267460_at"	"261575_at"	"257034_at"	"264489_at"	"251979_at"	"264180_at"	"263092_at"	"246380_at"	"254574_at"	"256597_at"	"250636_at"	"257504_at"	"253309_at"	"250491_at"	"247869_at"	"254234_at"	"257579_at"	"245571_at"	"245819_at"	"263546_at"	"261514_at"	"265261_at"	"266505_at"	"249005_at"	"254391_at"	"248368_at"	"251986_at"	"257129_at"	"251543_at"	"256780_at"	"266922_s_at"
"0.01"	1750	250	"259089_at"	"248496_at"	"255644_at"	"265441_at"	"261375_at"	"255609_s_at"	"267528_at"	"255448_at"	"248227_at"	"262680_at"	"249939_at"	"249614_at"	"260355_at"	"245842_at"	"256259_at"	"264907_at"	"257051_at"	"264489_at"	"247469_at"	"264752_at"	"247447_at"	"259802_at"	"253108_at"	"264444_at"	"263092_at"	"251979_at"	"264180_at"	"261575_at"	"246380_at"	"254175_at"	"267460_at"	"247869_at"	"254234_at"	"256597_at"	"257034_at"	"245571_at"	"263546_at"	"261514_at"	"257504_at"	"265261_at"	"258506_at"	"250636_at"	"253309_at"	"254574_at"	"254391_at"	"257579_at"	"245819_at"	"256780_at"	"267144_at"	"250982_at"	"253712_at"	"247956_at"	"249005_at"	"266505_at"	"253258_at"
"0.01"	1750	500	"259089_at"	"248496_at"	"255644_at"	"265441_at"	"261375_at"	"255609_s_at"	"255448_at"	"267528_at"	"249614_at"	"249939_at"	"248227_at"	"262680_at"	"260355_at"	"264907_at"	"245842_at"	"256259_at"	"247469_at"	"257051_at"	"264752_at"	"264489_at"	"259802_at"	"247447_at"	"264444_at"	"253108_at"	"264180_at"	"261575_at"	"254175_at"	"251979_at"	"257034_at"	"267460_at"	"253309_at"	"263092_at"	"245571_at"	"254574_at"	"256597_at"	"254234_at"	"265261_at"	"263546_at"	"247869_at"	"257579_at"	"257504_at"	"261514_at"	"250636_at"	"247956_at"	"245819_at"	"256780_at"	"258506_at"	"267144_at"	"246380_at"	"257129_at"	"260787_at"	"253258_at"	"249005_at"	"261499_at"	"266505_at"
"0.01"	1750	1000	"259089_at"	"248496_at"	"255644_at"	"265441_at"	"261375_at"	"267528_at"	"255609_s_at"	"255448_at"	"249939_at"	"262680_at"	"248227_at"	"249614_at"	"260355_at"	"245842_at"	"264907_at"	"256259_at"	"257051_at"	"264489_at"	"264752_at"	"247469_at"	"247447_at"	"253108_at"	"259802_at"	"264444_at"	"251979_at"	"267460_at"	"261575_at"	"254175_at"	"264180_at"	"257034_at"	"263092_at"	"256597_at"	"254574_at"	"257504_at"	"245571_at"	"263546_at"	"253309_at"	"250636_at"	"254234_at"	"246380_at"	"258506_at"	"265261_at"	"245819_at"	"247869_at"	"257579_at"	"249005_at"	"256780_at"	"257129_at"	"261514_at"	"247956_at"	"254391_at"	"267144_at"	"253712_at"	"253258_at"	"256116_at"
"0.01"	1750	1500	"259089_at"	"248496_at"	"255644_at"	"265441_at"	"261375_at"	"255609_s_at"	"255448_at"	"267528_at"	"248227_at"	"249939_at"	"249614_at"	"260355_at"	"262680_at"	"245842_at"	"264907_at"	"256259_at"	"257051_at"	"247469_at"	"264752_at"	"264489_at"	"253108_at"	"264444_at"	"247447_at"	"259802_at"	"251979_at"	"254175_at"	"267460_at"	"264180_at"	"261575_at"	"257034_at"	"263092_at"	"253309_at"	"250636_at"	"256597_at"	"257504_at"	"254234_at"	"265261_at"	"245571_at"	"246380_at"	"258506_at"	"247869_at"	"263546_at"	"261514_at"	"254574_at"	"257579_at"	"256780_at"	"247956_at"	"245819_at"	"250491_at"	"249005_at"	"257129_at"	"267144_at"	"254391_at"	"260438_at"	"266505_at"
"0.01"	1750	2000	"259089_at"	"248496_at"	"255644_at"	"265441_at"	"261375_at"	"255609_s_at"	"267528_at"	"249939_at"	"248227_at"	"255448_at"	"249614_at"	"262680_at"	"260355_at"	"245842_at"	"264907_at"	"257051_at"	"256259_at"	"247469_at"	"264752_at"	"253108_at"	"264489_at"	"247447_at"	"264444_at"	"259802_at"	"254175_at"	"267460_at"	"251979_at"	"261575_at"	"257034_at"	"264180_at"	"263092_at"	"245571_at"	"253309_at"	"256597_at"	"250636_at"	"257504_at"	"254234_at"	"263546_at"	"265261_at"	"249005_at"	"258506_at"	"257579_at"	"246380_at"	"247869_at"	"261514_at"	"254574_at"	"256780_at"	"250491_at"	"245819_at"	"247956_at"	"267144_at"	"254391_at"	"257129_at"	"253712_at"	"260787_at"
"0.01"	2000	20	"259089_at"	"248496_at"	"261375_at"	"265441_at"	"255644_at"	"255609_s_at"	"260355_at"	"255448_at"	"249614_at"	"248227_at"	"267528_at"	"262680_at"	"249939_at"	"245842_at"	"253108_at"	"264907_at"	"257051_at"	"247469_at"	"256259_at"	"263092_at"	"264489_at"	"259802_at"	"251979_at"	"261575_at"	"264752_at"	"267460_at"	"247447_at"	"257504_at"	"245571_at"	"263546_at"	"267144_at"	"254234_at"	"246380_at"	"245819_at"	"256116_at"	"250636_at"	"247869_at"	"254574_at"	"264137_at"	"250982_at"	"258506_at"	"256597_at"	"260438_at"	"247758_at"	"256780_at"	"260787_at"	"266505_at"	"254558_at"	"254663_at"	"257034_at"	"263605_at"	"262642_at"	"253309_at"	"264992_at"	"247718_at"
"0.01"	2000	50	"259089_at"	"248496_at"	"255644_at"	"261375_at"	"265441_at"	"255448_at"	"255609_s_at"	"262680_at"	"267528_at"	"249614_at"	"249939_at"	"260355_at"	"248227_at"	"245842_at"	"264907_at"	"253108_at"	"256259_at"	"264489_at"	"257051_at"	"264752_at"	"247469_at"	"247447_at"	"254175_at"	"267460_at"	"261514_at"	"264444_at"	"259802_at"	"257034_at"	"256597_at"	"253309_at"	"251979_at"	"261575_at"	"264180_at"	"257504_at"	"247869_at"	"245571_at"	"265261_at"	"256780_at"	"254574_at"	"245819_at"	"254234_at"	"250491_at"	"257129_at"	"257579_at"	"246380_at"	"263738_at"	"258506_at"	"250636_at"	"263546_at"	"249005_at"	"267144_at"	"260438_at"	"247758_at"	"260787_at"	"266505_at"
"0.01"	2000	100	"259089_at"	"248496_at"	"255644_at"	"265441_at"	"267528_at"	"261375_at"	"255609_s_at"	"249939_at"	"248227_at"	"262680_at"	"255448_at"	"260355_at"	"249614_at"	"245842_at"	"264907_at"	"257051_at"	"264489_at"	"247469_at"	"256259_at"	"264752_at"	"267460_at"	"263092_at"	"264444_at"	"247447_at"	"259802_at"	"261575_at"	"253309_at"	"253108_at"	"251979_at"	"256597_at"	"257034_at"	"257504_at"	"254175_at"	"245571_at"	"250636_at"	"267144_at"	"258506_at"	"247869_at"	"260438_at"	"245819_at"	"264180_at"	"264041_at"	"263605_at"	"257579_at"	"253712_at"	"261499_at"	"260787_at"	"262642_at"	"263546_at"	"247758_at"	"250467_at"	"265261_at"	"251543_at"	"249005_at"	"254574_at"
"0.01"	2000	250	"259089_at"	"248496_at"	"255644_at"	"265441_at"	"261375_at"	"255609_s_at"	"267528_at"	"248227_at"	"260355_at"	"262680_at"	"249614_at"	"249939_at"	"255448_at"	"245842_at"	"264907_at"	"256259_at"	"257051_at"	"264752_at"	"247469_at"	"253108_at"	"264489_at"	"264444_at"	"259802_at"	"251979_at"	"247447_at"	"261575_at"	"254175_at"	"253309_at"	"257034_at"	"264180_at"	"267460_at"	"247869_at"	"256780_at"	"258506_at"	"257579_at"	"257504_at"	"254234_at"	"245819_at"	"246380_at"	"247956_at"	"254574_at"	"263546_at"	"267144_at"	"254391_at"	"245571_at"	"265261_at"	"263092_at"	"264041_at"	"250636_at"	"250467_at"	"263605_at"	"266319_s_at"	"256597_at"	"250982_at"	"261514_at"
"0.01"	2000	500	"259089_at"	"248496_at"	"255644_at"	"265441_at"	"261375_at"	"255609_s_at"	"267528_at"	"248227_at"	"255448_at"	"249939_at"	"260355_at"	"262680_at"	"249614_at"	"264907_at"	"245842_at"	"256259_at"	"257051_at"	"264752_at"	"247447_at"	"253108_at"	"264489_at"	"247469_at"	"264444_at"	"259802_at"	"257034_at"	"251979_at"	"254175_at"	"267460_at"	"261575_at"	"264180_at"	"253309_at"	"254234_at"	"256597_at"	"245571_at"	"263092_at"	"258506_at"	"256780_at"	"247869_at"	"254574_at"	"257579_at"	"246380_at"	"267144_at"	"257504_at"	"254391_at"	"263546_at"	"245819_at"	"266505_at"	"265261_at"	"260438_at"	"247956_at"	"264041_at"	"263605_at"	"261499_at"	"250467_at"	"257129_at"
"0.01"	2000	1000	"259089_at"	"248496_at"	"255644_at"	"265441_at"	"261375_at"	"255609_s_at"	"267528_at"	"248227_at"	"255448_at"	"249939_at"	"262680_at"	"249614_at"	"260355_at"	"245842_at"	"264907_at"	"256259_at"	"257051_at"	"247469_at"	"264752_at"	"253108_at"	"264489_at"	"247447_at"	"264444_at"	"259802_at"	"267460_at"	"254175_at"	"257034_at"	"261575_at"	"253309_at"	"254234_at"	"251979_at"	"256597_at"	"264180_at"	"258506_at"	"256780_at"	"265261_at"	"247869_at"	"263092_at"	"245819_at"	"257579_at"	"257504_at"	"254391_at"	"267144_at"	"245571_at"	"246380_at"	"250636_at"	"247956_at"	"254574_at"	"261514_at"	"261499_at"	"264041_at"	"262642_at"	"253258_at"	"257129_at"	"250467_at"
"0.01"	2000	1500	"259089_at"	"248496_at"	"255644_at"	"265441_at"	"261375_at"	"255609_s_at"	"267528_at"	"255448_at"	"248227_at"	"262680_at"	"249939_at"	"249614_at"	"260355_at"	"264907_at"	"245842_at"	"256259_at"	"257051_at"	"247469_at"	"253108_at"	"264752_at"	"264489_at"	"264444_at"	"259802_at"	"247447_at"	"254175_at"	"267460_at"	"253309_at"	"257034_at"	"261575_at"	"251979_at"	"254234_at"	"256780_at"	"258506_at"	"257504_at"	"264180_at"	"250636_at"	"257579_at"	"245571_at"	"247869_at"	"265261_at"	"267144_at"	"263092_at"	"256597_at"	"245819_at"	"254391_at"	"261514_at"	"246380_at"	"260787_at"	"266505_at"	"264041_at"	"260438_at"	"247956_at"	"261499_at"	"254574_at"	"253712_at"
"0.01"	2000	2000	"259089_at"	"248496_at"	"255644_at"	"265441_at"	"261375_at"	"255609_s_at"	"267528_at"	"255448_at"	"262680_at"	"248227_at"	"249939_at"	"260355_at"	"249614_at"	"264907_at"	"245842_at"	"256259_at"	"257051_at"	"247469_at"	"264752_at"	"264489_at"	"253108_at"	"247447_at"	"264444_at"	"259802_at"	"254175_at"	"267460_at"	"257034_at"	"251979_at"	"261575_at"	"253309_at"	"264180_at"	"254234_at"	"257504_at"	"247869_at"	"258506_at"	"265261_at"	"245571_at"	"256780_at"	"256597_at"	"263092_at"	"263546_at"	"250636_at"	"245819_at"	"267144_at"	"257579_at"	"246380_at"	"254391_at"	"247956_at"	"253258_at"	"250467_at"	"254574_at"	"266505_at"	"260787_at"	"260438_at"	"261499_at"
"0.01"	2500	100	"259089_at"	"248496_at"	"265441_at"	"248227_at"	"255644_at"	"267528_at"	"255609_s_at"	"261375_at"	"262680_at"	"249614_at"	"249939_at"	"255448_at"	"260355_at"	"264907_at"	"245842_at"	"256259_at"	"247447_at"	"257051_at"	"253108_at"	"264489_at"	"247469_at"	"254175_at"	"264444_at"	"267460_at"	"264752_at"	"253309_at"	"247956_at"	"265261_at"	"257034_at"	"247869_at"	"260787_at"	"262642_at"	"254391_at"	"261499_at"	"250982_at"	"250467_at"	"267144_at"	"249219_at"	"263605_at"	"245819_at"	"260438_at"	"251543_at"	"258506_at"	"261575_at"	"266505_at"	"254663_at"	"253258_at"	"250636_at"	"247758_at"	"251979_at"	"259616_at"	"257579_at"	"256780_at"	"257504_at"	"266319_s_at"
"0.01"	3000	100	"259089_at"	"248496_at"	"255609_s_at"	"267528_at"	"255644_at"	"261375_at"	"265441_at"	"255448_at"	"248227_at"	"260355_at"	"262680_at"	"249939_at"	"249614_at"	"264907_at"	"257051_at"	"256259_at"	"245842_at"	"264752_at"	"253108_at"	"256780_at"	"264489_at"	"257034_at"	"267144_at"	"247447_at"	"258506_at"	"247869_at"	"247469_at"	"254175_at"	"257504_at"	"247758_at"	"250467_at"	"263605_at"	"267460_at"	"264444_at"	"259802_at"	"257579_at"	"253258_at"	"245819_at"	"253712_at"	"260787_at"	"254391_at"	"262642_at"	"261499_at"	"260438_at"	"264041_at"	"247956_at"	"254663_at"	"259133_at"	"253309_at"	"266505_at"	"254234_at"	"266855_at"	"250982_at"	"256597_at"	"266319_s_at"
"0.01"	3500	100	"259089_at"	"248496_at"	"255609_s_at"	"255644_at"	"265441_at"	"248227_at"	"267528_at"	"255448_at"	"262680_at"	"261375_at"	"249939_at"	"249614_at"	"260355_at"	"264907_at"	"245842_at"	"264752_at"	"257051_at"	"256259_at"	"264489_at"	"253108_at"	"253309_at"	"254175_at"	"260787_at"	"267144_at"	"245819_at"	"247469_at"	"267460_at"	"266505_at"	"262642_at"	"254234_at"	"256780_at"	"250467_at"	"261499_at"	"247869_at"	"257034_at"	"258506_at"	"254663_at"	"260438_at"	"254391_at"	"257579_at"	"247758_at"	"263605_at"	"253712_at"	"253258_at"	"259133_at"	"249219_at"	"257504_at"	"266855_at"	"248167_at"	"266319_s_at"	"250982_at"	"264041_at"	"247447_at"	"247956_at"	"251543_at"
"0.01"	4000	100	"259089_at"	"248496_at"	"255609_s_at"	"265441_at"	"248227_at"	"262680_at"	"249939_at"	"255448_at"	"260355_at"	"255644_at"	"249614_at"	"261375_at"	"267528_at"	"264907_at"	"256259_at"	"264752_at"	"245842_at"	"257051_at"	"253108_at"	"264489_at"	"257034_at"	"254175_at"	"267144_at"	"267460_at"	"266505_at"	"247469_at"	"257579_at"	"245819_at"	"256780_at"	"254391_at"	"260787_at"	"250467_at"	"258506_at"	"253258_at"	"264444_at"	"261499_at"	"260438_at"	"262642_at"	"247758_at"	"259133_at"	"253712_at"	"247447_at"	"247956_at"	"250982_at"	"247869_at"	"266855_at"	"264041_at"	"263605_at"	"254663_at"	"257504_at"	"249219_at"	"253309_at"	"266319_s_at"	"255957_at"	"265261_at"
"0.05"	50	20	"259089_at"	"265441_at"	"254227_at"	"257089_at"	"261375_at"	"249939_at"	"248496_at"	"264180_at"	"245842_at"	"256259_at"	"265531_at"	"253108_at"	"248248_at"	"264137_at"	"264830_at"	"249012_at"	"247217_s_at"	"264907_at"	"254100_at"	"251560_at"	"255644_at"	"256422_at"	"255906_at"	"257051_at"	"262073_at"	"257130_at"	"246962_s_at"	"251555_at"	"262534_at"	"264489_at"	"263092_at"	"260355_at"	"262949_at"	"251979_at"	"246380_at"	"262449_at"	"264170_at"	"256569_at"	"252063_at"	"253145_at"	"257579_at"	"256481_at"	"264906_at"	"256297_at"	"266505_at"	"244922_s_at"	"264539_at"	"258321_at"	"261575_at"	"249005_at"	"261137_at"	"253712_at"	"249761_at"	"264949_at"	"258962_at"
"0.05"	50	50	"259089_at"	"265441_at"	"249939_at"	"254227_at"	"248496_at"	"253108_at"	"261375_at"	"265531_at"	"256259_at"	"245842_at"	"257089_at"	"264830_at"	"251782_at"	"248248_at"	"264137_at"	"264180_at"	"264906_at"	"247217_s_at"	"249012_at"	"254100_at"	"255644_at"	"251560_at"	"260355_at"	"246962_s_at"	"264907_at"	"261575_at"	"249005_at"	"256422_at"	"255906_at"	"264170_at"	"244922_s_at"	"245521_at"	"263092_at"	"258321_at"	"257051_at"	"256481_at"	"260806_at"	"251979_at"	"256418_at"	"251160_at"	"264039_at"	"253880_at"	"252063_at"	"266505_at"	"262449_at"	"258042_at"	"257130_at"	"256429_at"	"262534_at"	"263546_at"	"266530_at"	"251229_at"	"258299_at"	"251555_at"	"256297_at"
"0.05"	50	100	"261004_at"	"259526_at"	"259417_at"	"267431_at"	"250072_at"	"267144_at"	"261442_at"	"254809_at"	"266746_s_at"	"264160_at"	"246978_at"	"264041_at"	"262041_at"	"259549_at"	"254191_at"	"246097_at"	"245622_at"	"249020_at"	"249429_at"	"245700_at"	"259710_at"	"258851_at"	"251503_at"	"247471_at"	"256584_at"	"254823_at"	"254807_at"	"259785_at"	"245842_at"	"262098_at"	"244928_s_at"	"250149_at"	"259719_at"	"266627_at"	"251038_at"	"245199_at"	"249118_at"	"257129_at"	"257021_at"	"245112_at"	"249337_at"	"264525_at"	"266760_at"	"264016_at"	"250606_s_at"	"265022_at"	"260060_at"	"245053_at"	"247512_at"	"251258_at"	"264190_at"	"248111_at"	"246392_at"	"257820_at"	"254494_at"
"0.05"	50	250	"264180_at"	"245465_at"	"260001_at"	"260241_at"	"249939_at"	"250072_at"	"248660_at"	"257051_at"	"263757_at"	"252101_at"	"263706_s_at"	"257633_at"	"264430_at"	"245075_at"	"255423_at"	"247074_at"	"245349_at"	"267295_at"	"251258_at"	"249885_at"	"258645_s_at"	"254001_at"	"265342_at"	"267528_at"	"257679_at"	"265430_at"	"245418_at"	"257823_at"	"255766_at"	"258278_at"	"264907_at"	"267472_at"	"246601_at"	"262399_at"	"266115_at"	"260806_at"	"259632_at"	"260515_at"	"257819_at"	"251560_at"	"246815_at"	"247758_at"	"256782_at"	"264791_at"	"249797_at"	"257442_at"	"266283_at"	"263653_at"	"267476_at"	"251750_at"	"250054_at"	"249408_at"	"257082_at"	"257243_at"	"253395_at"
"0.05"	50	500	"245970_at"	"264186_at"	"250485_at"	"254959_at"	"254175_at"	"249408_at"	"254203_at"	"261392_at"	"254391_at"	"259286_at"	"259632_at"	"254130_at"	"250154_at"	"254197_at"	"259871_at"	"263161_at"	"251252_at"	"254465_at"	"256833_at"	"246996_at"	"263738_at"	"253984_at"	"245884_at"	"256297_at"	"248371_at"	"247471_at"	"246431_at"	"259417_at"	"252646_at"	"267528_at"	"258851_at"	"251258_at"	"249241_at"	"265672_at"	"260011_at"	"261375_at"	"248714_at"	"254956_at"	"256597_at"	"246967_at"	"257102_at"	"256061_at"	"254687_at"	"265022_at"	"264909_at"	"260136_at"	"257271_at"	"259089_at"	"262360_at"	"253636_at"	"246310_at"	"255644_at"	"255101_at"	"249651_at"	"245488_at"
"0.05"	50	1000	"266764_at"	"263092_at"	"255768_at"	"261114_at"	"267528_at"	"257392_at"	"259526_at"	"245783_s_at"	"261244_at"	"257051_at"	"259574_at"	"250054_at"	"259189_at"	"261375_at"	"264444_at"	"251590_at"	"257823_at"	"259719_at"	"246330_at"	"263231_at"	"251469_at"	"248232_at"	"257579_at"	"258962_at"	"259252_at"	"265022_at"	"250610_at"	"264137_at"	"258321_at"	"245571_at"	"262098_at"	"257129_at"	"262760_at"	"264902_at"	"266115_at"	"259382_s_at"	"248011_at"	"249497_at"	"252736_at"	"259926_at"	"261609_at"	"261442_at"	"250071_at"	"265441_at"	"263907_at"	"246967_at"	"262022_at"	"248763_at"	"249012_at"	"251457_s_at"	"254028_s_at"	"254494_at"	"245349_at"	"259133_at"	"258312_at"
"0.05"	50	1500	"251590_at"	"249536_at"	"252586_at"	"258645_s_at"	"257579_at"	"252063_at"	"261375_at"	"249939_at"	"259089_at"	"249012_at"	"255515_at"	"251826_at"	"259133_at"	"264137_at"	"254862_at"	"245842_at"	"258338_at"	"249885_at"	"246380_at"	"251258_at"	"250174_at"	"251524_at"	"256780_at"	"249477_s_at"	"264299_s_at"	"260355_at"	"250154_at"	"261575_at"	"256588_at"	"257051_at"	"264180_at"	"260228_at"	"263757_at"	"250639_at"	"265163_at"	"254189_at"	"245946_at"	"262760_at"	"255644_at"	"257701_at"	"252612_at"	"257986_at"	"263738_at"	"248104_at"	"261222_at"	"252933_at"	"264186_at"	"264016_at"	"263995_at"	"258639_at"	"254956_at"	"248368_at"	"261609_at"	"256061_at"	"255266_at"
"0.05"	50	2000	"259042_at"	"254201_at"	"255768_at"	"246687_at"	"262122_at"	"259549_at"	"263905_at"	"255609_s_at"	"260515_at"	"245842_at"	"250722_at"	"266319_s_at"	"260355_at"	"265127_at"	"249536_at"	"264830_at"	"249005_at"	"264016_at"	"253880_at"	"247126_at"	"256581_at"	"263092_at"	"260921_at"	"247471_at"	"246815_at"	"251228_at"	"257021_at"	"245478_at"	"266115_at"	"254956_at"	"258645_s_at"	"252930_at"	"267066_at"	"266697_at"	"252612_at"	"259182_at"	"265080_at"	"259189_at"	"265441_at"	"246602_at"	"259871_at"	"254490_at"	"247956_at"	"257220_at"	"252063_at"	"245970_at"	"246502_at"	"262073_at"	"266627_at"	"257532_at"	"248924_at"	"267144_at"	"262717_s_at"	"254574_at"	"260037_at"
"0.05"	100	20	"265441_at"	"259089_at"	"261375_at"	"249939_at"	"248496_at"	"245842_at"	"255644_at"	"256259_at"	"254227_at"	"263092_at"	"257089_at"	"249005_at"	"251560_at"	"247217_s_at"	"253108_at"	"246962_s_at"	"257051_at"	"265531_at"	"252063_at"	"255906_at"	"264180_at"	"255448_at"	"251555_at"	"262949_at"	"264907_at"	"264170_at"	"261575_at"	"260806_at"	"264830_at"	"264906_at"	"258321_at"	"267440_at"	"263546_at"	"264137_at"	"262449_at"	"251979_at"	"260228_at"	"266505_at"	"246380_at"	"249012_at"	"251229_at"	"247068_at"	"248248_at"	"245322_at"	"256569_at"	"253987_at"	"264039_at"	"256481_at"	"257130_at"	"256418_at"	"248111_at"	"258312_at"	"245571_at"	"260038_at"	"251782_at"
"0.05"	100	50	"259089_at"	"265441_at"	"248496_at"	"261375_at"	"254227_at"	"245842_at"	"256259_at"	"249939_at"	"257089_at"	"255644_at"	"263092_at"	"265531_at"	"264137_at"	"264907_at"	"255906_at"	"249005_at"	"264830_at"	"246380_at"	"251560_at"	"257051_at"	"260355_at"	"264180_at"	"255448_at"	"251979_at"	"253108_at"	"251229_at"	"252063_at"	"247217_s_at"	"261575_at"	"260806_at"	"258299_at"	"245571_at"	"249012_at"	"246962_s_at"	"248111_at"	"251555_at"	"258321_at"	"253987_at"	"247966_at"	"251782_at"	"256481_at"	"264170_at"	"257130_at"	"258312_at"	"266505_at"	"262949_at"	"256418_at"	"263546_at"	"258506_at"	"256429_at"	"258962_at"	"260038_at"	"253880_at"	"264539_at"	"257579_at"
"0.05"	100	100	"264137_at"	"247666_at"	"266540_at"	"258645_s_at"	"245571_at"	"256597_at"	"262122_at"	"267453_at"	"249709_at"	"261375_at"	"249048_at"	"246097_at"	"265672_at"	"247126_at"	"258370_at"	"264180_at"	"254394_at"	"262680_at"	"260888_at"	"250174_at"	"251524_at"	"247512_at"	"263092_at"	"263546_at"	"254123_at"	"251560_at"	"255644_at"	"256955_at"	"249614_at"	"257021_at"	"259089_at"	"259871_at"	"246601_at"	"266965_at"	"266139_at"	"249073_at"	"256780_at"	"260254_at"	"259189_at"	"254959_at"	"252612_at"	"262393_at"	"245758_at"	"262281_at"	"250251_at"	"250072_at"	"245842_at"	"261068_at"	"247447_at"	"260564_at"	"250832_at"	"254024_at"	"259986_at"	"253845_at"	"264066_at"
"0.05"	100	250	"245571_at"	"249536_at"	"246380_at"	"256584_at"	"261068_at"	"251457_s_at"	"262760_at"	"245970_at"	"257051_at"	"249709_at"	"252896_at"	"251228_at"	"255644_at"	"254959_at"	"259574_at"	"251250_at"	"252265_at"	"260888_at"	"247666_at"	"249012_at"	"265672_at"	"255450_at"	"258058_at"	"253434_at"	"264777_at"	"266764_at"	"255266_at"	"247697_at"	"256581_at"	"256149_at"	"253880_at"	"248822_at"	"255014_at"	"254203_at"	"251979_at"	"261575_at"	"266403_at"	"258962_at"	"251503_at"	"247758_at"	"245306_at"	"248593_at"	"265163_at"	"252063_at"	"257271_at"	"254028_s_at"	"250154_at"	"254490_at"	"254777_at"	"264019_at"	"250598_at"	"267460_at"	"245560_at"	"258645_s_at"	"263757_at"
"0.05"	100	500	"259632_at"	"258962_at"	"248368_at"	"252896_at"	"257051_at"	"254028_s_at"	"246380_at"	"259042_at"	"245658_at"	"256381_at"	"262022_at"	"258077_at"	"256588_at"	"255450_at"	"261375_at"	"256597_at"	"260001_at"	"245571_at"	"259089_at"	"264430_at"	"267528_at"	"258321_at"	"262760_at"	"250606_s_at"	"246841_at"	"256652_at"	"248822_at"	"267144_at"	"264180_at"	"249012_at"	"259269_at"	"254574_at"	"245478_at"	"262122_at"	"259802_at"	"250598_at"	"257823_at"	"249536_at"	"252820_at"	"266750_s_at"	"253309_at"	"257271_at"	"247723_at"	"260203_at"	"256581_at"	"246967_at"	"245842_at"	"257129_at"	"262680_at"	"262098_at"	"249336_at"	"251979_at"	"258392_at"	"253636_at"	"263306_at"
"0.05"	100	1000	"249614_at"	"255644_at"	"255450_at"	"266750_s_at"	"259269_at"	"251979_at"	"265127_at"	"259089_at"	"261375_at"	"259526_at"	"252612_at"	"255266_at"	"256966_at"	"264180_at"	"256588_at"	"265441_at"	"249429_at"	"247512_at"	"267460_at"	"245658_at"	"263092_at"	"257986_at"	"259133_at"	"264444_at"	"266764_at"	"265261_at"	"245571_at"	"250174_at"	"258392_at"	"249761_at"	"256381_at"	"258321_at"	"246815_at"	"262674_at"	"249005_at"	"250606_s_at"	"254001_at"	"249497_at"	"259252_at"	"254189_at"	"259549_at"	"260888_at"	"247884_at"	"251590_at"	"251524_at"	"260921_at"	"248368_at"	"250071_at"	"258645_s_at"	"263738_at"	"261068_at"	"260355_at"	"264137_at"	"262122_at"	"263718_at"
